#%create_date=Mon Jun  6 12:31:01 2016 PDT
#%chip_type=HuEx-1_0-st-v2
#%lib_set_name=HuEx-1_0-st
#%lib_set_version=v2
#%genome-species=Homo sapiens
#%genome-version=hg19
#%genome-version-ucsc=hg19
#%genome-version-ncbi=GRCh37
#%genome-version-create_date=2009-02-00
#%genome-lifted-method=liftOver
#%genome-lifted_from-species=Homo sapiens
#%genome-lifted_from-version-ucsc=hg16
#%genome-lifted_from-version-ncbi=34
#%netaffx-annotation-date=2016-03-15
#%netaffx-annotation-netaffx-build=36
#%netaffx-annotation-data-type=probe_set
#%netaffx-annotation-docgen-method=module:affy/annotation_update/builder; exec:create-download-file.pl
#%netaffx-annotation-docgen-version=8487
#%netaffx-annotation-url-probeset=www.affymetrix.com/analysis/netaffx/exon/probe_set.affx?pk=
#%netaffx-annotation-url-exon=www.affymetrix.com/analysis/netaffx/exon/exon.affx?pk=
#%netaffx-annotation-url-transcript=www.affymetrix.com/analysis/netaffx/exon/transcript.affx?pk=
#%netaffx-annotation-url-mrna=www.affymetrix.com/analysis/netaffx/exon/rna.affx?pk=
"probeset_id","seqname","strand","start","stop","probe_count","transcript_cluster_id","exon_id","psr_id","gene_assignment","mrna_assignment","crosshyb_type","number_independent_probes","number_cross_hyb_probes","number_nonoverlapping_probes","level","bounded","noBoundedEvidence","has_cds","fl","mrna","est","vegaGene","vegaPseudoGene","ensGene","sgpGene","exoniphy","twinscan","geneid","genscan","genscanSubopt","mouse_fl","mouse_mrna","rat_fl","rat_mrna","microRNAregistry","rnaGene","mitomap","probeset_type"
"2315130","chr1","+","52458","52568","4","2315129","18","19","OTTHUMT00000471235 // OR4G4P","OTTHUMT00000471235 // --- // 100 // 2 // 2 // 0 /// ENST00000606857 // --- // 100 // 2 // 2 // 0 /// OTTHUMT00000451408 // --- // 100 // 4 // 4 // 1 /// ENST00000633500 // --- // 100 // 4 // 4 // 1 /// NONHSAT060104 // --- // 100 // 4 // 4 // 1","2","3","4","3","full","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","main"
"2315131","chr1","+","52938","53068","4","2315129","19","20","OTTHUMT00000471235 // OR4G4P","OTTHUMT00000471235 // --- // 100 // 4 // 4 // 0 /// ENST00000606857 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000451408 // --- // 100 // 4 // 4 // 1 /// ENST00000633500 // --- // 100 // 4 // 4 // 1 /// NONHSAT060104 // --- // 100 // 4 // 4 // 1","1","4","0","4","full","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","main"
"2315133","chr1","+","63656","63697","4","2315129","20","22","ENST00000492842 // OR4G2P /// OTTHUMT00000003224 // OR4G11P","ENST00000492842 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000003224 // --- // 100 // 4 // 4 // 0 /// NONHSAT000016 // --- // 100 // 4 // 4 // 0 /// XR_916795 // --- // 100 // 4 // 4 // 1","1","2","0","1","extended","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","1","0","0","0","0","0","0","main"
"2315134","chr1","+","63842","63887","4","2315129","20","23","ENST00000492842 // OR4G2P /// OTTHUMT00000003224 // OR4G11P","ENST00000492842 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000003224 // --- // 100 // 4 // 4 // 0 /// NONHSAT000016 // --- // 100 // 4 // 4 // 0 /// XR_916795 // --- // 100 // 4 // 4 // 1","3","2","4","1","extended","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","1","0","0","0","0","0","0","main"
"2315136","chr1","+","53825","53934","4","2315135","21","24","XR_948874 // LOC105379212","XR_948874 // --- // 100 // 4 // 4 // 0","2","3","4","3","extended","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","main"
"2315138","chr1","+","69135","69278","4","2315125","22","25","NM_001005484 // OR4F5 /// ENST00000335137 // OR4F5 /// OTTHUMT00000003223 // OR4F5 /// uc001aal.1 // OR4F5","NM_001005484 // --- // 100 // 4 // 4 // 0 /// ENST00000335137 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000003223 // --- // 100 // 4 // 4 // 0 /// uc001aal.1 // --- // 100 // 4 // 4 // 0 /// NM_001004195 // --- // 100 // 4 // 4 // 1 /// NM_001005240 // --- // 100 // 4 // 4 // 1 /// XM_005259648 // --- // 100 // 4 // 4 // 1 /// ENST00000318050 // --- // 100 // 4 // 4 // 1 /// ENST00000326183 // --- // 100 // 4 // 4 // 1 /// ENST00000585993 // --- // 100 // 4 // 4 // 1 /// ENST00000618231 // --- // 100 // 4 // 4 // 1 /// BC136848 // --- // 100 // 4 // 4 // 1 /// BC136867 // --- // 100 // 4 // 4 // 1 /// BC136907 // --- // 100 // 4 // 4 // 1 /// BC136908 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000417599 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000451410 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000475091 // --- // 100 // 4 // 4 // 1 /// uc002cdf.1 // --- // 100 // 4 // 4 // 1 /// uc002lob.1 // --- // 100 // 4 // 4 // 1 /// uc002loc.1 // --- // 100 // 4 // 4 // 1","2","4","4","4","extended","0","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","0","0","0","main"
"2315140","chr1","+","69315","69510","4","2315125","22","26","NM_001005484 // OR4F5 /// ENST00000335137 // OR4F5 /// OTTHUMT00000003223 // OR4F5 /// uc001aal.1 // OR4F5","NM_001005484 // --- // 100 // 4 // 4 // 0 /// ENST00000335137 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000003223 // --- // 100 // 4 // 4 // 0 /// uc001aal.1 // --- // 100 // 4 // 4 // 0 /// GENSCAN00000017677 // --- // 100 // 4 // 4 // 0 /// NM_001004195 // --- // 100 // 4 // 4 // 1 /// NM_001005240 // --- // 100 // 4 // 4 // 1 /// XM_005259648 // --- // 100 // 4 // 4 // 1 /// ENST00000318050 // --- // 100 // 4 // 4 // 1 /// ENST00000326183 // --- // 100 // 4 // 4 // 1 /// ENST00000585993 // --- // 100 // 4 // 4 // 1 /// ENST00000618231 // --- // 100 // 4 // 4 // 1 /// BC136848 // --- // 100 // 4 // 4 // 1 /// BC136867 // --- // 100 // 4 // 4 // 1 /// BC136907 // --- // 100 // 4 // 4 // 1 /// BC136908 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000417599 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000451410 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000475091 // --- // 100 // 4 // 4 // 1 /// uc002cdf.1 // --- // 100 // 4 // 4 // 1 /// uc002lob.1 // --- // 100 // 4 // 4 // 1 /// uc002loc.1 // --- // 100 // 4 // 4 // 1","2","4","4","4","extended","0","0","1","0","0","0","0","0","1","1","1","1","0","1","0","1","0","0","0","0","0","0","main"
"2315142","chr1","+","69578","69784","4","2315125","22","27","NM_001005484 // OR4F5 /// ENST00000335137 // OR4F5 /// OTTHUMT00000003223 // OR4F5 /// uc001aal.1 // OR4F5","NM_001005484 // --- // 100 // 4 // 4 // 0 /// ENST00000335137 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000003223 // --- // 100 // 4 // 4 // 0 /// uc001aal.1 // --- // 100 // 4 // 4 // 0 /// NM_001004195 // --- // 100 // 4 // 4 // 1 /// NM_001005240 // --- // 100 // 4 // 4 // 1 /// XM_005259648 // --- // 100 // 4 // 4 // 1 /// ENST00000318050 // --- // 100 // 4 // 4 // 1 /// ENST00000326183 // --- // 100 // 4 // 4 // 1 /// ENST00000585993 // --- // 100 // 4 // 4 // 1 /// ENST00000618231 // --- // 100 // 4 // 4 // 1 /// BC136848 // --- // 100 // 4 // 4 // 1 /// BC136867 // --- // 100 // 4 // 4 // 1 /// BC136907 // --- // 100 // 4 // 4 // 1 /// BC136908 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000417599 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000451410 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000475091 // --- // 100 // 4 // 4 // 1 /// uc002cdf.1 // --- // 100 // 4 // 4 // 1 /// uc002lob.1 // --- // 100 // 4 // 4 // 1 /// uc002loc.1 // --- // 100 // 4 // 4 // 1","2","4","4","3","extended","0","0","1","0","0","0","0","0","1","1","1","1","0","0","0","1","0","0","0","0","0","0","main"
"2315144","chr1","+","69982","70008","3","2315125","22","28","NM_001005484 // OR4F5 /// ENST00000335137 // OR4F5 /// OTTHUMT00000003223 // OR4F5 /// uc001aal.1 // OR4F5","NM_001005484 // --- // 100 // 3 // 3 // 0 /// ENST00000335137 // --- // 100 // 3 // 3 // 0 /// OTTHUMT00000003223 // --- // 100 // 3 // 3 // 0 /// uc001aal.1 // --- // 100 // 3 // 3 // 0 /// NM_001004195 // --- // 100 // 3 // 3 // 1 /// NM_001005240 // --- // 100 // 3 // 3 // 1 /// XM_005259648 // --- // 100 // 3 // 3 // 1 /// ENST00000318050 // --- // 100 // 3 // 3 // 1 /// ENST00000326183 // --- // 100 // 3 // 3 // 1 /// ENST00000585993 // --- // 100 // 3 // 3 // 1 /// BC136848 // --- // 100 // 3 // 3 // 1 /// BC136867 // --- // 100 // 3 // 3 // 1 /// BC136907 // --- // 100 // 3 // 3 // 1 /// BC136908 // --- // 100 // 3 // 3 // 1 /// OTTHUMT00000417599 // --- // 100 // 3 // 3 // 1 /// OTTHUMT00000451410 // --- // 100 // 3 // 3 // 1 /// uc002cdf.1 // --- // 100 // 3 // 3 // 1 /// uc002loc.1 // --- // 100 // 3 // 3 // 1","3","1","3","1","extended","0","0","1","0","0","0","0","0","1","1","0","1","0","0","0","1","0","0","0","0","0","0","main"
"2315146","chr1","+","115848","115991","4","2315145","26","29","---","BC028185 // --- // 100 // 4 // 4 // 0 /// ENST00000633154 // --- // 100 // 4 // 4 // 1 /// NONHSAT060111 // --- // 100 // 4 // 4 // 1","1","4","0","4","extended","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","main"
"2315148","chr1","+","131179","131210","4","2315147","27","30","---","ENST00000442987 // --- // 100 // 4 // 4 // 0 /// GENSCAN00000017680 // --- // 100 // 4 // 4 // 0 /// NONHSAT000024 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000003691 // --- // 100 // 4 // 4 // 0 /// ENST00000432723 // --- // 100 // 4 // 4 // 1 /// ENST00000457191 // --- // 100 // 4 // 4 // 1 /// ENST00000592994 // --- // 100 // 4 // 4 // 1 /// ENST00000605013 // --- // 100 // 4 // 4 // 1 /// ENST00000621407 // --- // 100 // 4 // 4 // 1 /// ENST00000622706 // --- // 100 // 4 // 4 // 1 /// ENST00000632944 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000001105 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000007023 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000008293 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000011441 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000017665 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000030025 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000030656 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000033797 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000049635 // --- // 100 // 4 // 4 // 1 /// NONHSAT000062 // --- // 100 // 4 // 4 // 1 /// NONHSAT017181 // --- // 100 // 4 // 4 // 1 /// NONHSAT060113 // --- // 100 // 4 // 4 // 1 /// NONHSAT094496 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000127609 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000340074 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000451419 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000469265 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000475408 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000475776 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000482981 // --- // 100 // 4 // 4 // 1","3","1","4","1","full","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","main"
"2315149","chr1","+","131645","131733","4","2315147","28","31","---","ENST00000442987 // --- // 100 // 4 // 4 // 0 /// GENSCAN00000017680 // --- // 100 // 4 // 4 // 0 /// NONHSAT000024 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000003691 // --- // 100 // 4 // 4 // 0 /// ENST00000432723 // --- // 100 // 4 // 4 // 1 /// ENST00000440782 // --- // 100 // 4 // 4 // 1 /// ENST00000457191 // --- // 100 // 4 // 4 // 1 /// ENST00000592994 // --- // 100 // 4 // 4 // 1 /// ENST00000622706 // --- // 100 // 4 // 4 // 1 /// ENST00000632944 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000001105 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000007023 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000008293 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000011441 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000017665 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000017673 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000049635 // --- // 100 // 4 // 4 // 1 /// NONHSAT000062 // --- // 100 // 4 // 4 // 1 /// NONHSAT000099 // --- // 100 // 4 // 4 // 1 /// NONHSAT060113 // --- // 100 // 4 // 4 // 1 /// NONHSAT094496 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000127609 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000127611 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000340074 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000451419 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000475408 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000482981 // --- // 100 // 4 // 4 // 1","3","4","4","2","full","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","main"
"2315150","chr1","+","131752","131845","4","2315147","28","32","---","ENST00000442987 // --- // 100 // 4 // 4 // 0 /// GENSCAN00000017680 // --- // 100 // 4 // 4 // 0 /// NONHSAT000024 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000003691 // --- // 100 // 4 // 4 // 0 /// ENST00000432723 // --- // 100 // 4 // 4 // 1 /// ENST00000440782 // --- // 100 // 4 // 4 // 1 /// ENST00000457191 // --- // 100 // 4 // 4 // 1 /// ENST00000592994 // --- // 100 // 4 // 4 // 1 /// ENST00000605013 // --- // 100 // 4 // 4 // 1 /// ENST00000622706 // --- // 100 // 4 // 4 // 1 /// ENST00000632944 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000001105 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000007023 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000008293 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000011441 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000017665 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000017673 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000030025 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000030656 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000049635 // --- // 100 // 4 // 4 // 1 /// NONHSAT000062 // --- // 100 // 4 // 4 // 1 /// NONHSAT000099 // --- // 100 // 4 // 4 // 1 /// NONHSAT017181 // --- // 100 // 4 // 4 // 1 /// NONHSAT060113 // --- // 100 // 4 // 4 // 1 /// NONHSAT094496 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000127609 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000127611 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000340074 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000451419 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000469265 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000475408 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000482981 // --- // 100 // 4 // 4 // 1","3","2","4","2","full","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","0","0","0","0","0","0","0","main"
"2315151","chr1","+","132327","132358","4","2315147","29","33","---","ENST00000442987 // --- // 100 // 4 // 4 // 0 /// GENSCAN00000017680 // --- // 100 // 4 // 4 // 0 /// NONHSAT000024 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000003691 // --- // 100 // 4 // 4 // 0 /// ENST00000432723 // --- // 100 // 4 // 4 // 1 /// ENST00000457191 // --- // 100 // 4 // 4 // 1 /// ENST00000592994 // --- // 100 // 4 // 4 // 1 /// ENST00000605013 // --- // 100 // 4 // 4 // 1 /// ENST00000622706 // --- // 100 // 4 // 4 // 1 /// ENST00000632944 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000001105 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000008293 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000011441 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000017665 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000030025 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000030656 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000049635 // --- // 100 // 4 // 4 // 1 /// NONHSAT000062 // --- // 100 // 4 // 4 // 1 /// NONHSAT017181 // --- // 100 // 4 // 4 // 1 /// NONHSAT060113 // --- // 100 // 4 // 4 // 1 /// NONHSAT094496 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000127609 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000340074 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000451419 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000469265 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000475408 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000482981 // --- // 100 // 4 // 4 // 1","3","1","4","1","full","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","main"
"2315152","chr1","+","133005","133045","4","2315147","30","34","---","ENST00000442987 // --- // 100 // 4 // 4 // 0 /// NONHSAT000024 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000003691 // --- // 100 // 4 // 4 // 0 /// ENST00000432723 // --- // 75 // 3 // 4 // 1 /// ENST00000440782 // --- // 75 // 3 // 4 // 1 /// ENST00000447359 // --- // 75 // 3 // 4 // 1 /// ENST00000457191 // --- // 75 // 3 // 4 // 1 /// ENST00000592994 // --- // 75 // 3 // 4 // 1 /// ENST00000605013 // --- // 75 // 3 // 4 // 1 /// ENST00000622706 // --- // 75 // 3 // 4 // 1 /// ENST00000632944 // --- // 75 // 3 // 4 // 1 /// NONHSAT000062 // --- // 75 // 3 // 4 // 1 /// NONHSAT000099 // --- // 75 // 3 // 4 // 1 /// NONHSAT017181 // --- // 75 // 3 // 4 // 1 /// NONHSAT081034 // --- // 75 // 3 // 4 // 1 /// NONHSAT094496 // --- // 75 // 3 // 4 // 1 /// OTTHUMT00000080303 // --- // 75 // 3 // 4 // 1 /// OTTHUMT00000127609 // --- // 75 // 3 // 4 // 1 /// OTTHUMT00000127611 // --- // 75 // 3 // 4 // 1 /// OTTHUMT00000340074 // --- // 75 // 3 // 4 // 1 /// OTTHUMT00000451419 // --- // 75 // 3 // 4 // 1 /// OTTHUMT00000469265 // --- // 75 // 3 // 4 // 1 /// OTTHUMT00000475408 // --- // 75 // 3 // 4 // 1 /// OTTHUMT00000482981 // --- // 75 // 3 // 4 // 1","3","2","4","1","full","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","main"
"2315153","chr1","+","133184","133220","4","2315147","30","35","---","ENST00000442987 // --- // 100 // 4 // 4 // 0 /// GENSCAN00000017680 // --- // 100 // 4 // 4 // 0 /// NONHSAT000024 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000003691 // --- // 100 // 4 // 4 // 0","3","2","4","1","full","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","main"
"2315154","chr1","+","133277","133310","4","2315147","30","36","---","ENST00000442987 // --- // 100 // 4 // 4 // 0 /// GENSCAN00000017680 // --- // 100 // 4 // 4 // 0 /// NONHSAT000024 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000003691 // --- // 100 // 4 // 4 // 0 /// ENST00000432723 // --- // 100 // 4 // 4 // 1 /// ENST00000440782 // --- // 100 // 4 // 4 // 1 /// ENST00000447359 // --- // 100 // 4 // 4 // 1 /// ENST00000457191 // --- // 100 // 4 // 4 // 1 /// ENST00000592994 // --- // 100 // 4 // 4 // 1 /// ENST00000622706 // --- // 100 // 4 // 4 // 1 /// ENST00000632944 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000001105 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000003289 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000007023 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000008293 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000011441 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000017665 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000017673 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000030025 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000033797 // --- // 75 // 3 // 4 // 1 /// GENSCAN00000044393 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000049635 // --- // 100 // 4 // 4 // 1 /// NONHSAT000062 // --- // 100 // 4 // 4 // 1 /// NONHSAT000099 // --- // 100 // 4 // 4 // 1 /// NONHSAT081034 // --- // 100 // 4 // 4 // 1 /// NONHSAT094496 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000080303 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000127609 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000127611 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000340074 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000451419 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000475408 // --- // 100 // 4 // 4 // 1 /// OTTHUMT00000482981 // --- // 100 // 4 // 4 // 1","3","1","4","1","full","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","main"
"2315155","chr1","+","133455","133479","1","2315147","31","37","---","ENST00000442987 // --- // 100 // 1 // 1 // 0 /// NONHSAT000024 // --- // 100 // 1 // 1 // 0 /// OTTHUMT00000003691 // --- // 100 // 1 // 1 // 0 /// ENST00000447359 // --- // 100 // 1 // 1 // 1 /// ENST00000457191 // --- // 100 // 1 // 1 // 1 /// ENST00000592994 // --- // 100 // 1 // 1 // 1 /// ENST00000605013 // --- // 100 // 1 // 1 // 1 /// ENST00000622706 // --- // 100 // 1 // 1 // 1 /// NONHSAT017181 // --- // 100 // 1 // 1 // 1 /// NONHSAT081034 // --- // 100 // 1 // 1 // 1 /// NONHSAT094496 // --- // 100 // 1 // 1 // 1 /// OTTHUMT00000080303 // --- // 100 // 1 // 1 // 1 /// OTTHUMT00000340074 // --- // 100 // 1 // 1 // 1 /// OTTHUMT00000469265 // --- // 100 // 1 // 1 // 1 /// OTTHUMT00000475408 // --- // 100 // 1 // 1 // 1 /// OTTHUMT00000482981 // --- // 100 // 1 // 1 // 1","2","1","1","1","full","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","main"
"2315156","chr1","+","133916","133942","3","2315147","32","38","---","ENST00000442987 // --- // 100 // 3 // 3 // 0 /// NONHSAT000024 // --- // 100 // 3 // 3 // 0 /// OTTHUMT00000003691 // --- // 100 // 3 // 3 // 0","2","1","3","1","extended","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","main"
"2315157","chr1","+","134417","134483","4","2315147","33","39","---","ENST00000442987 // --- // 100 // 4 // 4 // 0 /// NONHSAT000024 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000003691 // --- // 100 // 4 // 4 // 0 /// GENSCAN00000003289 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000044393 // --- // 100 // 4 // 4 // 1","3","2","4","2","full","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","main"
"2315158","chr1","+","134760","134797","4","2315147","34","40","---","ENST00000442987 // --- // 100 // 4 // 4 // 0 /// GENSCAN00000017680 // --- // 100 // 4 // 4 // 0 /// NONHSAT000024 // --- // 100 // 4 // 4 // 0 /// OTTHUMT00000003691 // --- // 100 // 4 // 4 // 0 /// TCONS_l2_00000001-XLOC_l2_000001 // --- // 100 // 2 // 2 // 0 /// TCONS_l2_00000002-XLOC_l2_000001 // --- // 100 // 2 // 2 // 0 /// TCONS_l2_00001922-XLOC_l2_000001 // --- // 100 // 1 // 1 // 0 /// TCONS_l2_00001923-XLOC_l2_000001 // --- // 100 // 1 // 1 // 0 /// GENSCAN00000017665 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000017673 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000030656 // --- // 100 // 4 // 4 // 1 /// GENSCAN00000033797 // --- // 100 // 4 // 4 // 1","3","2","4","1","full","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","0","0","main"
"2315161","chr1","+","136248","136363","4","2315160","36","42","---","TCONS_l2_00001922-XLOC_l2_000001 // --- // 100 // 2 // 2 // 0 /// TCONS_l2_00001923-XLOC_l2_000001 // --- // 100 // 4 // 4 // 1","3","4","4","3","extended","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","main"
"2315162","chr1","+","136464","136557","4","2315160","37","43","---","TCONS_l2_00001923-XLOC_l2_000001 // --- // 100 // 4 // 4 // 0","3","4","4","3","extended","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","main"
"2315164","chr1","+","138446","138486","4","2315163","38","44","---","TCONS_l2_00000001-XLOC_l2_000001 // --- // 100 // 4 // 4 // 0 /// TCONS_l2_00000002-XLOC_l2_000001 // --- // 100 // 4 // 4 // 0 /// TCONS_l2_00001922-XLOC_l2_000001 // --- // 100 // 4 // 4 // 0 /// TCONS_l2_00001923-XLOC_l2_000001 // --- // 100 // 4 // 4 // 0","3","2","4","1","extended","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","main"
"2315165","chr1","+","139309","139342","4","2315163","39","45","---","TCONS_l2_00000001-XLOC_l2_000001 // --- // 100 // 4 // 4 // 0 /// TCONS_l2_00000002-XLOC_l2_000001 // --- // 100 // 4 // 4 // 0 /// TCONS_l2_00001922-XLOC_l2_000001 // --- // 100 // 4 // 4 // 0 /// TCONS_l2_00001923-XLOC_l2_000001 // --- // 100 // 4 // 4 // 0","1","1","0","1","extended","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","main"
